in:Orientation,in:WWR,in:Shade_Position,in:Shade_Depth,in:VT,in:Lighting_Control,out:sDA_[%],out:ASE_[%],out:Total_EUI_[kWh/m²],out:Cooling_[kWh/m²],out:Heating_[kWh/m²],img
South,35%,Left,0cm,50%,No_Lighting_Control,50.58,0,119,6.9,46,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR0_Shade_Position2_Shade_Depth0_VT1_Lighting_Control0.png
East,35%,Left,0cm,50%,No_Lighting_Control,54.54,11.21,114.2,7,41.1,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR0_Shade_Position2_Shade_Depth0_VT1_Lighting_Control0.png
North,35%,Left,0cm,50%,No_Lighting_Control,66.43,28.12,106,7.8,32.2,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR0_Shade_Position2_Shade_Depth0_VT1_Lighting_Control0.png
West,35%,Left,0cm,50%,No_Lighting_Control,60.3,23.17,115.1,7.4,41.6,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR0_Shade_Position2_Shade_Depth0_VT1_Lighting_Control0.png
South,45%,Left,0cm,50%,No_Lighting_Control,57.59,0,120.1,6.8,47.2,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR1_Shade_Position2_Shade_Depth0_VT1_Lighting_Control0.png
East,45%,Left,0cm,50%,No_Lighting_Control,61.86,13.82,114.5,7.3,41.1,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR1_Shade_Position2_Shade_Depth0_VT1_Lighting_Control0.png
North,45%,Left,0cm,50%,No_Lighting_Control,74.09,31.91,104.7,8.1,30.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR1_Shade_Position2_Shade_Depth0_VT1_Lighting_Control0.png
West,45%,Left,0cm,50%,No_Lighting_Control,67.41,28.62,115.4,7.7,41.7,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR1_Shade_Position2_Shade_Depth0_VT1_Lighting_Control0.png
South,55%,Left,0cm,50%,No_Lighting_Control,63.92,0,121.4,7,48.4,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR2_Shade_Position2_Shade_Depth0_VT1_Lighting_Control0.png
East,55%,Left,0cm,50%,No_Lighting_Control,68.39,15.65,115,7.7,41.3,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR2_Shade_Position2_Shade_Depth0_VT1_Lighting_Control0.png
North,55%,Left,0cm,50%,No_Lighting_Control,85.54,35.37,103.2,8.4,28.7,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR2_Shade_Position2_Shade_Depth0_VT1_Lighting_Control0.png
West,55%,Left,0cm,50%,No_Lighting_Control,75.2,32.99,116.2,8.1,42,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR2_Shade_Position2_Shade_Depth0_VT1_Lighting_Control0.png
South,35%,Top,25cm,50%,No_Lighting_Control,48.98,0,119.1,6.8,46.2,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR0_Shade_Position0_Shade_Depth1_VT1_Lighting_Control0.png
East,35%,Top,25cm,50%,No_Lighting_Control,53.05,9.59,114.4,6.9,41.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR0_Shade_Position0_Shade_Depth1_VT1_Lighting_Control0.png
North,35%,Top,25cm,50%,No_Lighting_Control,64.3,25.81,107.1,7.6,33.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR0_Shade_Position0_Shade_Depth1_VT1_Lighting_Control0.png
West,35%,Top,25cm,50%,No_Lighting_Control,58.44,20.36,115.3,7.2,42,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR0_Shade_Position0_Shade_Depth1_VT1_Lighting_Control0.png
South,45%,Top,25cm,50%,No_Lighting_Control,55.69,0,120.2,6.7,47.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR1_Shade_Position0_Shade_Depth1_VT1_Lighting_Control0.png
East,45%,Top,25cm,50%,No_Lighting_Control,59.79,11.72,115,7.1,41.9,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR1_Shade_Position0_Shade_Depth1_VT1_Lighting_Control0.png
North,45%,Top,25cm,50%,No_Lighting_Control,71.95,29.98,105.9,7.7,32.1,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR1_Shade_Position0_Shade_Depth1_VT1_Lighting_Control0.png
West,45%,Top,25cm,50%,No_Lighting_Control,65.55,25.95,115.9,7.4,42.4,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR1_Shade_Position0_Shade_Depth1_VT1_Lighting_Control0.png
South,55%,Top,25cm,50%,No_Lighting_Control,62.47,0,121.6,6.9,48.6,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR2_Shade_Position0_Shade_Depth1_VT1_Lighting_Control0.png
East,55%,Top,25cm,50%,No_Lighting_Control,67.07,13.45,115.5,7.3,42.1,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR2_Shade_Position0_Shade_Depth1_VT1_Lighting_Control0.png
North,55%,Top,25cm,50%,No_Lighting_Control,81.61,33.54,104.5,8,30.4,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR2_Shade_Position0_Shade_Depth1_VT1_Lighting_Control0.png
West,55%,Top,25cm,50%,No_Lighting_Control,73.61,30.08,116.6,7.7,42.8,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR2_Shade_Position0_Shade_Depth1_VT1_Lighting_Control0.png
South,35%,Right,25cm,50%,No_Lighting_Control,49.9,0,119,6.9,46.1,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR0_Shade_Position1_Shade_Depth1_VT1_Lighting_Control0.png
East,35%,Right,25cm,50%,No_Lighting_Control,54.2,11.21,114.1,7,41,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR0_Shade_Position1_Shade_Depth1_VT1_Lighting_Control0.png
North,35%,Right,25cm,50%,No_Lighting_Control,65.65,27.44,106.3,7.7,32.6,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR0_Shade_Position1_Shade_Depth1_VT1_Lighting_Control0.png
West,35%,Right,25cm,50%,No_Lighting_Control,58.88,21.34,115.3,7.3,41.9,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR0_Shade_Position1_Shade_Depth1_VT1_Lighting_Control0.png
South,45%,Right,25cm,50%,No_Lighting_Control,56.64,0,120.1,6.8,47.3,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR1_Shade_Position1_Shade_Depth1_VT1_Lighting_Control0.png
East,45%,Right,25cm,50%,No_Lighting_Control,61.18,13.82,114.5,7.3,41.1,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR1_Shade_Position1_Shade_Depth1_VT1_Lighting_Control0.png
North,45%,Right,25cm,50%,No_Lighting_Control,74.09,31.44,105,8,30.9,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR1_Shade_Position1_Shade_Depth1_VT1_Lighting_Control0.png
West,45%,Right,25cm,50%,No_Lighting_Control,66.43,27.13,115.8,7.6,42.1,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR1_Shade_Position1_Shade_Depth1_VT1_Lighting_Control0.png
South,55%,Right,25cm,50%,No_Lighting_Control,63.08,0,121.5,6.9,48.4,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR2_Shade_Position1_Shade_Depth1_VT1_Lighting_Control0.png
East,55%,Right,25cm,50%,No_Lighting_Control,67.85,15.65,115.1,7.7,41.3,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR2_Shade_Position1_Shade_Depth1_VT1_Lighting_Control0.png
North,55%,Right,25cm,50%,No_Lighting_Control,84.38,34.89,103.5,8.3,29.1,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR2_Shade_Position1_Shade_Depth1_VT1_Lighting_Control0.png
West,55%,Right,25cm,50%,No_Lighting_Control,73.81,31.44,116.6,8.1,42.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR2_Shade_Position1_Shade_Depth1_VT1_Lighting_Control0.png
South,35%,Left,25cm,50%,No_Lighting_Control,49.93,0,119,6.8,46.1,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR0_Shade_Position2_Shade_Depth1_VT1_Lighting_Control0.png
East,35%,Left,25cm,50%,No_Lighting_Control,53.79,9.55,114.4,7,41.4,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR0_Shade_Position2_Shade_Depth1_VT1_Lighting_Control0.png
North,35%,Left,25cm,50%,No_Lighting_Control,65.48,27.44,106.3,7.7,32.6,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR0_Shade_Position2_Shade_Depth1_VT1_Lighting_Control0.png
West,35%,Left,25cm,50%,No_Lighting_Control,59.21,22.97,115.1,7.4,41.7,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR0_Shade_Position2_Shade_Depth1_VT1_Lighting_Control0.png
South,45%,Left,25cm,50%,No_Lighting_Control,56.67,0,120.4,7,47.3,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR1_Shade_Position2_Shade_Depth1_VT1_Lighting_Control0.png
East,45%,Left,25cm,50%,No_Lighting_Control,61.04,11.72,114.9,7.3,41.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR1_Shade_Position2_Shade_Depth1_VT1_Lighting_Control0.png
North,45%,Left,25cm,50%,No_Lighting_Control,74.22,31.57,105,8,30.9,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR1_Shade_Position2_Shade_Depth1_VT1_Lighting_Control0.png
West,45%,Left,25cm,50%,No_Lighting_Control,67.24,28.59,115.5,7.6,41.8,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR1_Shade_Position2_Shade_Depth1_VT1_Lighting_Control0.png
South,55%,Left,25cm,50%,No_Lighting_Control,63.69,0,121.5,6.9,48.4,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR2_Shade_Position2_Shade_Depth1_VT1_Lighting_Control0.png
East,55%,Left,25cm,50%,No_Lighting_Control,67.62,13.69,115.5,7.6,41.8,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR2_Shade_Position2_Shade_Depth1_VT1_Lighting_Control0.png
North,55%,Left,25cm,50%,No_Lighting_Control,84.32,34.96,103.5,8.4,29.1,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR2_Shade_Position2_Shade_Depth1_VT1_Lighting_Control0.png
West,55%,Left,25cm,50%,No_Lighting_Control,75.07,32.99,116.2,8.1,42.1,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR2_Shade_Position2_Shade_Depth1_VT1_Lighting_Control0.png
South,35%,Top,50cm,50%,No_Lighting_Control,47.49,0,119.2,6.7,46.4,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR0_Shade_Position0_Shade_Depth2_VT1_Lighting_Control0.png
East,35%,Top,50cm,50%,No_Lighting_Control,51.66,8.33,114.8,6.7,42,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR0_Shade_Position0_Shade_Depth2_VT1_Lighting_Control0.png
North,35%,Top,50cm,50%,No_Lighting_Control,62.43,22.9,108,7.2,34.8,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR0_Shade_Position0_Shade_Depth2_VT1_Lighting_Control0.png
West,35%,Top,50cm,50%,No_Lighting_Control,57.18,18.39,115.6,7,42.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR0_Shade_Position0_Shade_Depth2_VT1_Lighting_Control0.png
South,45%,Top,50cm,50%,No_Lighting_Control,54.07,0,120.7,7,47.6,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR1_Shade_Position0_Shade_Depth2_VT1_Lighting_Control0.png
East,45%,Top,50cm,50%,No_Lighting_Control,58.77,10.3,115.5,6.9,42.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR1_Shade_Position0_Shade_Depth2_VT1_Lighting_Control0.png
North,45%,Top,50cm,50%,No_Lighting_Control,69.78,27.81,107.2,7.4,33.8,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR1_Shade_Position0_Shade_Depth2_VT1_Lighting_Control0.png
West,45%,Top,50cm,50%,No_Lighting_Control,64.77,23.92,116.3,7.2,43,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR1_Shade_Position0_Shade_Depth2_VT1_Lighting_Control0.png
South,55%,Top,50cm,50%,No_Lighting_Control,60.98,0,121.7,6.8,48.8,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR2_Shade_Position0_Shade_Depth2_VT1_Lighting_Control0.png
East,55%,Top,50cm,50%,No_Lighting_Control,64.87,12.2,116.2,7.2,43,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR2_Shade_Position0_Shade_Depth2_VT1_Lighting_Control0.png
North,55%,Top,50cm,50%,No_Lighting_Control,78.96,31.74,105.8,7.6,32.1,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR2_Shade_Position0_Shade_Depth2_VT1_Lighting_Control0.png
West,55%,Top,50cm,50%,No_Lighting_Control,71.68,28.25,117.1,7.5,43.6,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR2_Shade_Position0_Shade_Depth2_VT1_Lighting_Control0.png
South,35%,Right,50cm,50%,No_Lighting_Control,49.59,0,119,6.8,46.1,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR0_Shade_Position1_Shade_Depth2_VT1_Lighting_Control0.png
East,35%,Right,50cm,50%,No_Lighting_Control,53.76,11.21,114.1,7,41,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR0_Shade_Position1_Shade_Depth2_VT1_Lighting_Control0.png
North,35%,Right,50cm,50%,No_Lighting_Control,65.41,26.96,106.7,7.6,33,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR0_Shade_Position1_Shade_Depth2_VT1_Lighting_Control0.png
West,35%,Right,50cm,50%,No_Lighting_Control,57.96,20.05,115.6,7.3,42.2,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR0_Shade_Position1_Shade_Depth2_VT1_Lighting_Control0.png
South,45%,Right,50cm,50%,No_Lighting_Control,56.27,0,120.2,6.8,47.3,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR1_Shade_Position1_Shade_Depth2_VT1_Lighting_Control0.png
East,45%,Right,50cm,50%,No_Lighting_Control,61.42,13.82,114.5,7.3,41.2,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR1_Shade_Position1_Shade_Depth2_VT1_Lighting_Control0.png
North,45%,Right,50cm,50%,No_Lighting_Control,73.37,31.13,105.3,8,31.2,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR1_Shade_Position1_Shade_Depth2_VT1_Lighting_Control0.png
West,45%,Right,50cm,50%,No_Lighting_Control,66.02,25.98,116.1,7.6,42.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR1_Shade_Position1_Shade_Depth2_VT1_Lighting_Control0.png
South,55%,Right,50cm,50%,No_Lighting_Control,62.74,0,121.5,6.9,48.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR2_Shade_Position1_Shade_Depth2_VT1_Lighting_Control0.png
East,55%,Right,50cm,50%,No_Lighting_Control,68.09,15.65,115.1,7.6,41.4,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR2_Shade_Position1_Shade_Depth2_VT1_Lighting_Control0.png
North,55%,Right,50cm,50%,No_Lighting_Control,83.67,34.52,103.9,8.3,29.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR2_Shade_Position1_Shade_Depth2_VT1_Lighting_Control0.png
West,55%,Right,50cm,50%,No_Lighting_Control,73.37,30.22,117.1,8,43,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR2_Shade_Position1_Shade_Depth2_VT1_Lighting_Control0.png
South,35%,Left,50cm,50%,No_Lighting_Control,49.97,0,119,6.8,46.1,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR0_Shade_Position2_Shade_Depth2_VT1_Lighting_Control0.png
East,35%,Left,50cm,50%,No_Lighting_Control,53.08,8.4,114.7,6.9,41.7,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR0_Shade_Position2_Shade_Depth2_VT1_Lighting_Control0.png
North,35%,Left,50cm,50%,No_Lighting_Control,64.97,26.96,106.6,7.6,32.9,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR0_Shade_Position2_Shade_Depth2_VT1_Lighting_Control0.png
West,35%,Left,50cm,50%,No_Lighting_Control,59.65,22.93,115.1,7.3,41.7,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR0_Shade_Position2_Shade_Depth2_VT1_Lighting_Control0.png
South,45%,Left,50cm,50%,No_Lighting_Control,56.44,0,120.5,7.1,47.3,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR1_Shade_Position2_Shade_Depth2_VT1_Lighting_Control0.png
East,45%,Left,50cm,50%,No_Lighting_Control,60.47,10.67,115.2,7.3,41.9,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR1_Shade_Position2_Shade_Depth2_VT1_Lighting_Control0.png
North,45%,Left,50cm,50%,No_Lighting_Control,73.51,31.1,105.2,8,31.2,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR1_Shade_Position2_Shade_Depth2_VT1_Lighting_Control0.png
West,45%,Left,50cm,50%,No_Lighting_Control,67.28,28.52,115.5,7.6,41.8,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR1_Shade_Position2_Shade_Depth2_VT1_Lighting_Control0.png
South,55%,Left,50cm,50%,No_Lighting_Control,62.8,0,121.5,6.9,48.5,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation0_WWR2_Shade_Position2_Shade_Depth2_VT1_Lighting_Control0.png
East,55%,Left,50cm,50%,No_Lighting_Control,67.24,12.5,116,7.6,42.3,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation1_WWR2_Shade_Position2_Shade_Depth2_VT1_Lighting_Control0.png
North,55%,Left,50cm,50%,No_Lighting_Control,82.93,34.65,103.8,8.3,29.4,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation2_WWR2_Shade_Position2_Shade_Depth2_VT1_Lighting_Control0.png
West,55%,Left,50cm,50%,No_Lighting_Control,74.76,32.93,116.2,8,42.1,https://github.com/deerns/DesignExplorer/tree/8f2ea121a84486f3bc1158a5af28c35903dfe49d/design_explorer_data/DLF/Orientation3_WWR2_Shade_Position2_Shade_Depth2_VT1_Lighting_Control0.png
