in:Orientation,in:WWR,in:Shade Position,in:Shade Depth,in:VT,in:Lighting Control,out:sDA [%],out:ASE [%],out:Total EUI [kWh/m²],out:Cooling [kWh/m²],out:Heating [kWh/m²],img
North,60%,Right,100cm,50%,Daylight Control,90.38,35.7,88.3,6.3,38.7,Orientation2_WWR3_Shade Position1_Shade Depth2_VT1_Lighting Control1.png
West,60%,Right,100cm,50%,Daylight Control,75.68,30.28,103.6,6.1,53.7,Orientation3_WWR3_Shade Position1_Shade Depth2_VT1_Lighting Control1.png
South,30%,Left,100cm,50%,Daylight Control,44.82,0,107,4.7,53.5,Orientation0_WWR0_Shade Position2_Shade Depth2_VT1_Lighting Control1.png
East,30%,Left,100cm,50%,Daylight Control,48,5.32,103.1,5.1,50.3,Orientation1_WWR0_Shade Position2_Shade Depth2_VT1_Lighting Control1.png
North,30%,Left,100cm,50%,Daylight Control,58.98,21.88,94.8,5.6,43.1,Orientation2_WWR0_Shade Position2_Shade Depth2_VT1_Lighting Control1.png
West,30%,Left,100cm,50%,Daylight Control,54.78,18.8,102.1,5.4,49.8,Orientation3_WWR0_Shade Position2_Shade Depth2_VT1_Lighting Control1.png
South,40%,Left,100cm,50%,Daylight Control,52.88,0,107.4,4.8,55.6,Orientation0_WWR1_Shade Position2_Shade Depth2_VT1_Lighting Control1.png
East,40%,Left,100cm,50%,Daylight Control,55.72,8.37,102.5,5.3,51.2,Orientation1_WWR1_Shade Position2_Shade Depth2_VT1_Lighting Control1.png
North,40%,Left,100cm,50%,Daylight Control,68.16,28.66,92.2,5.8,41.6,Orientation2_WWR1_Shade Position2_Shade Depth2_VT1_Lighting Control1.png
West,40%,Left,100cm,50%,Daylight Control,63.41,25.85,102,5.6,50.9,Orientation3_WWR1_Shade Position2_Shade Depth2_VT1_Lighting Control1.png
South,50%,Left,100cm,50%,Daylight Control,59.15,0,108.2,5,57.5,Orientation0_WWR2_Shade Position2_Shade Depth2_VT1_Lighting Control1.png
East,50%,Left,100cm,50%,Daylight Control,62.8,10.23,102.4,5.6,51.8,Orientation1_WWR2_Shade Position2_Shade Depth2_VT1_Lighting Control1.png
North,50%,Left,100cm,50%,Daylight Control,76.9,32.22,89.8,6,39.8,Orientation2_WWR2_Shade Position2_Shade Depth2_VT1_Lighting Control1.png
West,50%,Left,100cm,50%,Daylight Control,70.26,30.56,101.9,5.9,51.6,Orientation3_WWR2_Shade Position2_Shade Depth2_VT1_Lighting Control1.png
South,60%,Left,100cm,50%,Daylight Control,65.75,0,108.6,5,58.9,Orientation0_WWR3_Shade Position2_Shade Depth2_VT1_Lighting Control1.png
East,60%,Left,100cm,50%,Daylight Control,69.55,11.25,102.7,5.9,52.7,Orientation1_WWR3_Shade Position2_Shade Depth2_VT1_Lighting Control1.png
North,60%,Left,100cm,50%,Daylight Control,90.18,35.7,88.2,6.3,38.6,Orientation2_WWR3_Shade Position2_Shade Depth2_VT1_Lighting Control1.png
West,60%,Left,100cm,50%,Daylight Control,78.66,34.69,102,6.1,52.3,Orientation3_WWR3_Shade Position2_Shade Depth2_VT1_Lighting Control1.png
South,30%,Top,0cm,60%,Daylight Control,46.34,0,106.3,5,52.9,Orientation0_WWR0_Shade Position0_Shade Depth0_VT2_Lighting Control1.png
East,30%,Top,0cm,60%,Daylight Control,50,9.89,100.5,5.5,47.8,Orientation1_WWR0_Shade Position0_Shade Depth0_VT2_Lighting Control1.png
North,30%,Top,0cm,60%,Daylight Control,61.72,24.8,91.1,6,39.3,Orientation2_WWR0_Shade Position0_Shade Depth0_VT2_Lighting Control1.png
West,30%,Top,0cm,60%,Daylight Control,55.39,19.21,100.8,5.7,48.3,Orientation3_WWR0_Shade Position0_Shade Depth0_VT2_Lighting Control1.png
South,40%,Top,0cm,60%,Daylight Control,53.93,0,106.6,5.1,54.7,Orientation0_WWR1_Shade Position0_Shade Depth0_VT2_Lighting Control1.png
East,40%,Top,0cm,60%,Daylight Control,58.47,12.53,99.6,5.7,48.2,Orientation1_WWR1_Shade Position0_Shade Depth0_VT2_Lighting Control1.png
North,40%,Top,0cm,60%,Daylight Control,70.02,30.49,87.8,6.2,37,Orientation2_WWR1_Shade Position0_Shade Depth0_VT2_Lighting Control1.png
West,40%,Top,0cm,60%,Daylight Control,64.46,26.02,100.4,6,49.1,Orientation3_WWR1_Shade Position0_Shade Depth0_VT2_Lighting Control1.png
South,50%,Top,0cm,60%,Daylight Control,60.4,0,107.1,5.2,56.3,Orientation0_WWR2_Shade Position0_Shade Depth0_VT2_Lighting Control1.png
East,50%,Top,0cm,60%,Daylight Control,65.11,14.84,99.3,6.2,48.4,Orientation1_WWR2_Shade Position0_Shade Depth0_VT2_Lighting Control1.png
North,50%,Top,0cm,60%,Daylight Control,78.52,33.47,85.1,6.7,34.6,Orientation2_WWR2_Shade Position0_Shade Depth0_VT2_Lighting Control1.png
West,50%,Top,0cm,60%,Daylight Control,70.9,30.96,100.1,6.4,49.4,Orientation3_WWR2_Shade Position0_Shade Depth0_VT2_Lighting Control1.png
South,60%,Top,0cm,60%,Daylight Control,67.07,0,107.5,5.6,57.4,Orientation0_WWR3_Shade Position0_Shade Depth0_VT2_Lighting Control1.png
East,60%,Top,0cm,60%,Daylight Control,72.15,16.33,99,6.6,48.5,Orientation1_WWR3_Shade Position0_Shade Depth0_VT2_Lighting Control1.png
North,60%,Top,0cm,60%,Daylight Control,93.29,37.3,82.8,7.1,32.6,Orientation2_WWR3_Shade Position0_Shade Depth0_VT2_Lighting Control1.png
West,60%,Top,0cm,60%,Daylight Control,79.34,34.89,100,6.8,49.7,Orientation3_WWR3_Shade Position0_Shade Depth0_VT2_Lighting Control1.png
South,30%,Right,0cm,60%,Daylight Control,46.65,0,106.3,5,52.9,Orientation0_WWR0_Shade Position1_Shade Depth0_VT2_Lighting Control1.png
East,30%,Right,0cm,60%,Daylight Control,50.51,9.89,100.4,5.5,47.8,Orientation1_WWR0_Shade Position1_Shade Depth0_VT2_Lighting Control1.png
North,30%,Right,0cm,60%,Daylight Control,61.92,24.8,91.1,6,39.3,Orientation2_WWR0_Shade Position1_Shade Depth0_VT2_Lighting Control1.png
West,30%,Right,0cm,60%,Daylight Control,55.83,19.21,100.8,5.7,48.4,Orientation3_WWR0_Shade Position1_Shade Depth0_VT2_Lighting Control1.png
South,40%,Right,0cm,60%,Daylight Control,54.3,0,106.6,5.1,54.7,Orientation0_WWR1_Shade Position1_Shade Depth0_VT2_Lighting Control1.png
East,40%,Right,0cm,60%,Daylight Control,58.2,12.53,99.6,5.7,48.2,Orientation1_WWR1_Shade Position1_Shade Depth0_VT2_Lighting Control1.png
North,40%,Right,0cm,60%,Daylight Control,70.49,30.49,87.8,6.2,37,Orientation2_WWR1_Shade Position1_Shade Depth0_VT2_Lighting Control1.png
West,40%,Right,0cm,60%,Daylight Control,63.69,26.02,100.4,6,49.1,Orientation3_WWR1_Shade Position1_Shade Depth0_VT2_Lighting Control1.png
South,50%,Right,0cm,60%,Daylight Control,60.23,0,107.1,5.2,56.3,Orientation0_WWR2_Shade Position1_Shade Depth0_VT2_Lighting Control1.png
East,50%,Right,0cm,60%,Daylight Control,64.63,14.84,99.2,6.2,48.4,Orientation1_WWR2_Shade Position1_Shade Depth0_VT2_Lighting Control1.png
North,50%,Right,0cm,60%,Daylight Control,78.93,33.47,85.1,6.7,34.6,Orientation2_WWR2_Shade Position1_Shade Depth0_VT2_Lighting Control1.png
West,50%,Right,0cm,60%,Daylight Control,70.8,30.96,100.1,6.4,49.4,Orientation3_WWR2_Shade Position1_Shade Depth0_VT2_Lighting Control1.png
South,60%,Right,0cm,60%,Daylight Control,66.9,0,107.5,5.6,57.4,Orientation0_WWR3_Shade Position1_Shade Depth0_VT2_Lighting Control1.png
East,60%,Right,0cm,60%,Daylight Control,71.92,16.33,99,6.6,48.5,Orientation1_WWR3_Shade Position1_Shade Depth0_VT2_Lighting Control1.png
North,60%,Right,0cm,60%,Daylight Control,93.46,37.3,82.8,7.1,32.6,Orientation2_WWR3_Shade Position1_Shade Depth0_VT2_Lighting Control1.png
West,60%,Right,0cm,60%,Daylight Control,79.84,34.89,100,6.8,49.7,Orientation3_WWR3_Shade Position1_Shade Depth0_VT2_Lighting Control1.png
South,30%,Left,0cm,60%,Daylight Control,46.31,0,106.3,5,52.9,Orientation0_WWR0_Shade Position2_Shade Depth0_VT2_Lighting Control1.png
East,30%,Left,0cm,60%,Daylight Control,50.64,9.89,100.5,5.5,47.8,Orientation1_WWR0_Shade Position2_Shade Depth0_VT2_Lighting Control1.png
North,30%,Left,0cm,60%,Daylight Control,61.35,24.8,91.1,6,39.3,Orientation2_WWR0_Shade Position2_Shade Depth0_VT2_Lighting Control1.png
West,30%,Left,0cm,60%,Daylight Control,55.15,19.21,100.8,5.7,48.3,Orientation3_WWR0_Shade Position2_Shade Depth0_VT2_Lighting Control1.png
South,40%,Left,0cm,60%,Daylight Control,53.93,0,106.6,5.1,54.7,Orientation0_WWR1_Shade Position2_Shade Depth0_VT2_Lighting Control1.png
East,40%,Left,0cm,60%,Daylight Control,58.1,12.53,99.6,5.7,48.2,Orientation1_WWR1_Shade Position2_Shade Depth0_VT2_Lighting Control1.png
North,40%,Left,0cm,60%,Daylight Control,70.53,30.49,87.8,6.2,37,Orientation2_WWR1_Shade Position2_Shade Depth0_VT2_Lighting Control1.png
West,40%,Left,0cm,60%,Daylight Control,63.45,26.02,100.4,6,49.1,Orientation3_WWR1_Shade Position2_Shade Depth0_VT2_Lighting Control1.png
South,50%,Left,0cm,60%,Daylight Control,60.57,0,107,5.2,56.3,Orientation0_WWR2_Shade Position2_Shade Depth0_VT2_Lighting Control1.png
East,50%,Left,0cm,60%,Daylight Control,64.67,14.84,99.2,6.2,48.4,Orientation1_WWR2_Shade Position2_Shade Depth0_VT2_Lighting Control1.png
North,50%,Left,0cm,60%,Daylight Control,78.46,33.47,85.1,6.7,34.6,Orientation2_WWR2_Shade Position2_Shade Depth0_VT2_Lighting Control1.png
West,50%,Left,0cm,60%,Daylight Control,71.1,30.96,100.1,6.4,49.4,Orientation3_WWR2_Shade Position2_Shade Depth0_VT2_Lighting Control1.png
South,60%,Left,0cm,60%,Daylight Control,67.34,0,107.5,5.6,57.4,Orientation0_WWR3_Shade Position2_Shade Depth0_VT2_Lighting Control1.png
East,60%,Left,0cm,60%,Daylight Control,71.85,16.33,99,6.6,48.5,Orientation1_WWR3_Shade Position2_Shade Depth0_VT2_Lighting Control1.png
North,60%,Left,0cm,60%,Daylight Control,93.19,37.3,82.8,7.1,32.6,Orientation2_WWR3_Shade Position2_Shade Depth0_VT2_Lighting Control1.png
West,60%,Left,0cm,60%,Daylight Control,79.4,34.89,100,6.8,49.7,Orientation3_WWR3_Shade Position2_Shade Depth0_VT2_Lighting Control1.png
South,30%,Top,50cm,60%,Daylight Control,43.09,0,106.8,4.9,52.9,Orientation0_WWR0_Shade Position0_Shade Depth1_VT2_Lighting Control1.png
East,30%,Top,50cm,60%,Daylight Control,46.95,6.84,101.7,5.1,48.8,Orientation1_WWR0_Shade Position0_Shade Depth1_VT2_Lighting Control1.png
North,30%,Top,50cm,60%,Daylight Control,58.06,19.38,93.5,5.2,41.9,Orientation2_WWR0_Shade Position0_Shade Depth1_VT2_Lighting Control1.png
West,30%,Top,50cm,60%,Daylight Control,52.1,14.8,101.9,5.4,49.3,Orientation3_WWR0_Shade Position0_Shade Depth1_VT2_Lighting Control1.png
South,40%,Top,50cm,60%,Daylight Control,51.19,0,107.1,4.9,55,Orientation0_WWR1_Shade Position0_Shade Depth1_VT2_Lighting Control1.png
East,40%,Top,50cm,60%,Daylight Control,55.45,9.42,101.2,5.3,49.7,Orientation1_WWR1_Shade Position0_Shade Depth1_VT2_Lighting Control1.png
North,40%,Top,50cm,60%,Daylight Control,65.85,25.81,91.1,5.4,40.6,Orientation2_WWR1_Shade Position0_Shade Depth1_VT2_Lighting Control1.png
West,40%,Top,50cm,60%,Daylight Control,61.01,21.48,101.8,5.5,50.5,Orientation3_WWR1_Shade Position0_Shade Depth1_VT2_Lighting Control1.png
South,50%,Top,50cm,60%,Daylight Control,57.42,0,107.9,5.1,56.7,Orientation0_WWR2_Shade Position0_Shade Depth1_VT2_Lighting Control1.png
East,50%,Top,50cm,60%,Daylight Control,61.96,11.01,100.9,5.5,50.2,Orientation1_WWR2_Shade Position0_Shade Depth1_VT2_Lighting Control1.png
North,50%,Top,50cm,60%,Daylight Control,73.71,29.51,89.2,5.7,39.3,Orientation2_WWR2_Shade Position0_Shade Depth1_VT2_Lighting Control1.png
West,50%,Top,50cm,60%,Daylight Control,68.22,26.25,101.6,5.8,51.2,Orientation3_WWR2_Shade Position0_Shade Depth1_VT2_Lighting Control1.png
South,60%,Top,50cm,60%,Daylight Control,64.3,0,108.6,5.4,58.3,Orientation0_WWR3_Shade Position0_Shade Depth1_VT2_Lighting Control1.png
East,60%,Top,50cm,60%,Daylight Control,68.67,13.04,100.6,5.9,50.4,Orientation1_WWR3_Shade Position0_Shade Depth1_VT2_Lighting Control1.png
North,60%,Top,50cm,60%,Daylight Control,86.11,33.54,86.6,6.2,36.9,Orientation2_WWR3_Shade Position0_Shade Depth1_VT2_Lighting Control1.png
West,60%,Top,50cm,60%,Daylight Control,75.47,30.05,101.4,6.1,51.5,Orientation3_WWR3_Shade Position0_Shade Depth1_VT2_Lighting Control1.png
South,30%,Right,50cm,60%,Daylight Control,44.95,0,106.5,5,52.9,Orientation0_WWR0_Shade Position1_Shade Depth1_VT2_Lighting Control1.png
East,30%,Right,50cm,60%,Daylight Control,49.59,9.89,100.7,5.4,48,Orientation1_WWR0_Shade Position1_Shade Depth1_VT2_Lighting Control1.png
North,30%,Right,50cm,60%,Daylight Control,60.4,23.44,91.9,5.7,40.3,Orientation2_WWR0_Shade Position1_Shade Depth1_VT2_Lighting Control1.png
West,30%,Right,50cm,60%,Daylight Control,53.79,16.06,101.8,5.6,49.2,Orientation3_WWR0_Shade Position1_Shade Depth1_VT2_Lighting Control1.png
South,40%,Right,50cm,60%,Daylight Control,53.22,0,106.6,5,54.8,Orientation0_WWR1_Shade Position1_Shade Depth1_VT2_Lighting Control1.png
East,40%,Right,50cm,60%,Daylight Control,57.55,12.53,99.8,5.7,48.3,Orientation1_WWR1_Shade Position1_Shade Depth1_VT2_Lighting Control1.png
North,40%,Right,50cm,60%,Daylight Control,69.44,29.47,88.6,5.9,38,Orientation2_WWR1_Shade Position1_Shade Depth1_VT2_Lighting Control1.png
West,40%,Right,50cm,60%,Daylight Control,62.09,23.41,101.4,5.9,50,Orientation3_WWR1_Shade Position1_Shade Depth1_VT2_Lighting Control1.png
South,50%,Right,50cm,60%,Daylight Control,59.28,0,107.4,5.3,56.4,Orientation0_WWR2_Shade Position1_Shade Depth1_VT2_Lighting Control1.png
East,50%,Right,50cm,60%,Daylight Control,64.36,14.84,99.4,6.1,48.5,Orientation1_WWR2_Shade Position1_Shade Depth1_VT2_Lighting Control1.png
North,50%,Right,50cm,60%,Daylight Control,77.44,32.69,86,6.6,35.5,Orientation2_WWR2_Shade Position1_Shade Depth1_VT2_Lighting Control1.png
West,50%,Right,50cm,60%,Daylight Control,69.04,28.39,101.1,6.3,50.3,Orientation3_WWR2_Shade Position1_Shade Depth1_VT2_Lighting Control1.png
South,60%,Right,50cm,60%,Daylight Control,65.72,0,107.7,5.6,57.5,Orientation0_WWR3_Shade Position1_Shade Depth1_VT2_Lighting Control1.png
East,60%,Right,50cm,60%,Daylight Control,71.48,16.33,99.1,6.5,48.6,Orientation1_WWR3_Shade Position1_Shade Depth1_VT2_Lighting Control1.png
North,60%,Right,50cm,60%,Daylight Control,91.5,36.42,83.8,6.9,33.7,Orientation2_WWR3_Shade Position1_Shade Depth1_VT2_Lighting Control1.png
West,60%,Right,50cm,60%,Daylight Control,77.44,32.11,101.2,6.7,50.9,Orientation3_WWR3_Shade Position1_Shade Depth1_VT2_Lighting Control1.png
South,30%,Left,50cm,60%,Daylight Control,45.33,0,106.5,5,52.9,Orientation0_WWR0_Shade Position2_Shade Depth1_VT2_Lighting Control1.png
East,30%,Left,50cm,60%,Daylight Control,48.88,6.88,101.6,5.4,48.7,Orientation1_WWR0_Shade Position2_Shade Depth1_VT2_Lighting Control1.png
North,30%,Left,50cm,60%,Daylight Control,60.6,23.27,91.7,5.7,40,Orientation2_WWR0_Shade Position2_Shade Depth1_VT2_Lighting Control1.png
West,30%,Left,50cm,60%,Daylight Control,54.81,18.94,101,5.7,48.5,Orientation3_WWR0_Shade Position2_Shade Depth1_VT2_Lighting Control1.png
South,40%,Left,50cm,60%,Daylight Control,53.69,0,106.6,5,54.8,Orientation0_WWR1_Shade Position2_Shade Depth1_VT2_Lighting Control1.png
East,40%,Left,50cm,60%,Daylight Control,56.81,9.59,100.7,5.6,49.1,Orientation1_WWR1_Shade Position2_Shade Depth1_VT2_Lighting Control1.png
North,40%,Left,50cm,60%,Daylight Control,69.95,29.34,88.5,5.9,37.9,Orientation2_WWR1_Shade Position2_Shade Depth1_VT2_Lighting Control1.png
West,40%,Left,50cm,60%,Daylight Control,63.52,25.91,100.6,6,49.3,Orientation3_WWR1_Shade Position2_Shade Depth1_VT2_Lighting Control1.png
South,50%,Left,50cm,60%,Daylight Control,59.55,0,107.4,5.3,56.4,Orientation0_WWR2_Shade Position2_Shade Depth1_VT2_Lighting Control1.png
East,50%,Left,50cm,60%,Daylight Control,63.48,11.69,100.3,6.1,49.3,Orientation1_WWR2_Shade Position2_Shade Depth1_VT2_Lighting Control1.png
North,50%,Left,50cm,60%,Daylight Control,77.24,32.72,85.9,6.6,35.5,Orientation2_WWR2_Shade Position2_Shade Depth1_VT2_Lighting Control1.png
West,50%,Left,50cm,60%,Daylight Control,70.43,30.76,100.2,6.3,49.5,Orientation3_WWR2_Shade Position2_Shade Depth1_VT2_Lighting Control1.png
South,60%,Left,50cm,60%,Daylight Control,66.29,0,107.7,5.6,57.5,Orientation0_WWR3_Shade Position2_Shade Depth1_VT2_Lighting Control1.png
East,60%,Left,50cm,60%,Daylight Control,70.49,13.08,100.2,6.5,49.7,Orientation1_WWR3_Shade Position2_Shade Depth1_VT2_Lighting Control1.png
North,60%,Left,50cm,60%,Daylight Control,91.97,36.42,83.7,6.9,33.6,Orientation2_WWR3_Shade Position2_Shade Depth1_VT2_Lighting Control1.png
West,60%,Left,50cm,60%,Daylight Control,79,34.79,100.1,6.8,49.8,Orientation3_WWR3_Shade Position2_Shade Depth1_VT2_Lighting Control1.png
South,30%,Top,100cm,60%,Daylight Control,40.28,0,106.8,4.8,52.6,Orientation0_WWR0_Shade Position0_Shade Depth2_VT2_Lighting Control1.png
East,30%,Top,100cm,60%,Daylight Control,44.85,3.62,103.2,5.6,49.3,Orientation1_WWR0_Shade Position0_Shade Depth2_VT2_Lighting Control1.png
North,30%,Top,100cm,60%,Daylight Control,55.56,14.87,96.1,5,44.2,Orientation2_WWR0_Shade Position0_Shade Depth2_VT2_Lighting Control1.png
West,30%,Top,100cm,60%,Daylight Control,50.1,11.11,102.5,5.1,49.7,Orientation3_WWR0_Shade Position0_Shade Depth2_VT2_Lighting Control1.png
South,40%,Top,100cm,60%,Daylight Control,48.65,0,107.6,4.9,55,Orientation0_WWR1_Shade Position0_Shade Depth2_VT2_Lighting Control1.png
East,40%,Top,100cm,60%,Daylight Control,52.95,4.95,102.3,5.1,50.6,Orientation1_WWR1_Shade Position0_Shade Depth2_VT2_Lighting Control1.png
North,40%,Top,100cm,60%,Daylight Control,63.48,20.56,94.4,4.9,44,Orientation2_WWR1_Shade Position0_Shade Depth2_VT2_Lighting Control1.png
West,40%,Top,100cm,60%,Daylight Control,58.71,16.63,102.7,5.3,51.3,Orientation3_WWR1_Shade Position0_Shade Depth2_VT2_Lighting Control1.png
South,50%,Top,100cm,60%,Daylight Control,54.74,0,108.3,5,56.9,Orientation0_WWR2_Shade Position0_Shade Depth2_VT2_Lighting Control1.png
East,50%,Top,100cm,60%,Daylight Control,59.35,6.44,102.4,5.3,51.5,Orientation1_WWR2_Shade Position0_Shade Depth2_VT2_Lighting Control1.png
North,50%,Top,100cm,60%,Daylight Control,70.6,24.53,93,5.1,43.4,Orientation2_WWR2_Shade Position0_Shade Depth2_VT2_Lighting Control1.png
West,50%,Top,100cm,60%,Daylight Control,64.97,21.48,102.8,5.4,52.3,Orientation3_WWR2_Shade Position0_Shade Depth2_VT2_Lighting Control1.png
South,60%,Top,100cm,60%,Daylight Control,61.65,0,108.9,5.1,58.6,Orientation0_WWR3_Shade Position0_Shade Depth2_VT2_Lighting Control1.png
East,60%,Top,100cm,60%,Daylight Control,66.26,9.99,101.9,5.6,51.7,Orientation1_WWR3_Shade Position0_Shade Depth2_VT2_Lighting Control1.png
North,60%,Top,100cm,60%,Daylight Control,80.22,29.07,90,5.4,40.9,Orientation2_WWR3_Shade Position0_Shade Depth2_VT2_Lighting Control1.png
West,60%,Top,100cm,60%,Daylight Control,72.76,25.81,102.5,5.7,52.7,Orientation3_WWR3_Shade Position0_Shade Depth2_VT2_Lighting Control1.png
South,30%,Right,100cm,60%,Daylight Control,43.97,0,106.6,4.9,52.9,Orientation0_WWR0_Shade Position1_Shade Depth2_VT2_Lighting Control1.png
East,30%,Right,100cm,60%,Daylight Control,49.25,9.89,100.8,5.4,48.1,Orientation1_WWR0_Shade Position1_Shade Depth2_VT2_Lighting Control1.png
North,30%,Right,100cm,60%,Daylight Control,59.93,22.43,92.4,5.6,40.7,Orientation2_WWR0_Shade Position1_Shade Depth2_VT2_Lighting Control1.png
West,30%,Right,100cm,60%,Daylight Control,51.76,14.46,102.5,5.6,49.7,Orientation3_WWR0_Shade Position1_Shade Depth2_VT2_Lighting Control1.png
South,40%,Right,100cm,60%,Daylight Control,52.27,0,106.7,5,54.8,Orientation0_WWR1_Shade Position1_Shade Depth2_VT2_Lighting Control1.png
East,40%,Right,100cm,60%,Daylight Control,57.32,12.53,99.9,5.6,48.4,Orientation1_WWR1_Shade Position1_Shade Depth2_VT2_Lighting Control1.png
North,40%,Right,100cm,60%,Daylight Control,68.22,28.59,89.3,5.9,38.7,Orientation2_WWR1_Shade Position1_Shade Depth2_VT2_Lighting Control1.png
West,40%,Right,100cm,60%,Daylight Control,61.11,21.92,102.1,5.9,50.5,Orientation3_WWR1_Shade Position1_Shade Depth2_VT2_Lighting Control1.png
South,50%,Right,100cm,60%,Daylight Control,58.54,0,107.5,5.3,56.4,Orientation0_WWR2_Shade Position1_Shade Depth2_VT2_Lighting Control1.png
East,50%,Right,100cm,60%,Daylight Control,64.02,14.84,99.5,6.1,48.5,Orientation1_WWR2_Shade Position1_Shade Depth2_VT2_Lighting Control1.png
North,50%,Right,100cm,60%,Daylight Control,76.9,32.08,86.7,6.5,36.2,Orientation2_WWR2_Shade Position1_Shade Depth2_VT2_Lighting Control1.png
West,50%,Right,100cm,60%,Daylight Control,67.78,27.2,101.8,6.2,50.9,Orientation3_WWR2_Shade Position1_Shade Depth2_VT2_Lighting Control1.png
South,60%,Right,100cm,60%,Daylight Control,65.11,0,107.6,5.4,57.6,Orientation0_WWR3_Shade Position1_Shade Depth2_VT2_Lighting Control1.png
East,60%,Right,100cm,60%,Daylight Control,71.07,16.33,99.2,6.5,48.7,Orientation1_WWR3_Shade Position1_Shade Depth2_VT2_Lighting Control1.png
North,60%,Right,100cm,60%,Daylight Control,90.14,35.7,84.5,6.9,34.4,Orientation2_WWR3_Shade Position1_Shade Depth2_VT2_Lighting Control1.png
West,60%,Right,100cm,60%,Daylight Control,75.75,30.28,102,6.6,51.6,Orientation3_WWR3_Shade Position1_Shade Depth2_VT2_Lighting Control1.png
South,30%,Left,100cm,60%,Daylight Control,44.55,0,106.5,4.9,52.9,Orientation0_WWR0_Shade Position2_Shade Depth2_VT2_Lighting Control1.png
East,30%,Left,100cm,60%,Daylight Control,47.7,5.32,102.3,5.4,49.3,Orientation1_WWR0_Shade Position2_Shade Depth2_VT2_Lighting Control1.png
North,30%,Left,100cm,60%,Daylight Control,59.45,21.88,92.4,5.7,40.6,Orientation2_WWR0_Shade Position2_Shade Depth2_VT2_Lighting Control1.png
West,30%,Left,100cm,60%,Daylight Control,54.54,18.8,101.1,5.6,48.6,Orientation3_WWR0_Shade Position2_Shade Depth2_VT2_Lighting Control1.png
South,40%,Left,100cm,60%,Daylight Control,53.01,0,106.8,5,54.8,Orientation0_WWR1_Shade Position2_Shade Depth2_VT2_Lighting Control1.png
East,40%,Left,100cm,60%,Daylight Control,56,8.37,101.4,5.6,49.7,Orientation1_WWR1_Shade Position2_Shade Depth2_VT2_Lighting Control1.png
North,40%,Left,100cm,60%,Daylight Control,68.09,28.66,89.2,5.9,38.5,Orientation2_WWR1_Shade Position2_Shade Depth2_VT2_Lighting Control1.png
West,40%,Left,100cm,60%,Daylight Control,63.28,25.85,100.6,5.9,49.3,Orientation3_WWR1_Shade Position2_Shade Depth2_VT2_Lighting Control1.png
South,50%,Left,100cm,60%,Daylight Control,59.18,0,107.5,5.3,56.4,Orientation0_WWR2_Shade Position2_Shade Depth2_VT2_Lighting Control1.png
East,50%,Left,100cm,60%,Daylight Control,62.26,10.23,101,6,50,Orientation1_WWR2_Shade Position2_Shade Depth2_VT2_Lighting Control1.png
North,50%,Left,100cm,60%,Daylight Control,76.86,32.22,86.7,6.5,36.2,Orientation2_WWR2_Shade Position2_Shade Depth2_VT2_Lighting Control1.png
West,50%,Left,100cm,60%,Daylight Control,70.05,30.56,100.3,6.3,49.6,Orientation3_WWR2_Shade Position2_Shade Depth2_VT2_Lighting Control1.png
South,60%,Left,100cm,60%,Daylight Control,65.82,0,107.6,5.4,57.6,Orientation0_WWR3_Shade Position2_Shade Depth2_VT2_Lighting Control1.png
East,60%,Left,100cm,60%,Daylight Control,69.34,11.25,101.1,6.4,50.6,Orientation1_WWR3_Shade Position2_Shade Depth2_VT2_Lighting Control1.png
North,60%,Left,100cm,60%,Daylight Control,90.11,35.7,84.4,6.9,34.2,Orientation2_WWR3_Shade Position2_Shade Depth2_VT2_Lighting Control1.png
West,60%,Left,100cm,60%,Daylight Control,78.83,34.69,100.2,6.7,49.9,Orientation3_WWR3_Shade Position2_Shade Depth2_VT2_Lighting Control1.png
South,30%,Top,0cm,70%,Daylight Control,46.31,0,105.8,5.2,52.2,Orientation0_WWR0_Shade Position0_Shade Depth0_VT3_Lighting Control1.png
East,30%,Top,0cm,70%,Daylight Control,50.68,9.89,99.1,5.7,46.2,Orientation1_WWR0_Shade Position0_Shade Depth0_VT3_Lighting Control1.png
North,30%,Top,0cm,70%,Daylight Control,61.25,24.8,88.9,6.4,36.7,Orientation2_WWR0_Shade Position0_Shade Depth0_VT3_Lighting Control1.png
West,30%,Top,0cm,70%,Daylight Control,55.32,19.21,100.1,6,47.4,Orientation3_WWR0_Shade Position0_Shade Depth0_VT3_Lighting Control1.png
South,40%,Top,0cm,70%,Daylight Control,54.3,0,105.8,5.2,53.9,Orientation0_WWR1_Shade Position0_Shade Depth0_VT3_Lighting Control1.png
East,40%,Top,0cm,70%,Daylight Control,58.03,12.53,98.3,6.1,46.5,Orientation1_WWR1_Shade Position0_Shade Depth0_VT3_Lighting Control1.png
North,40%,Top,0cm,70%,Daylight Control,70.39,30.49,84.9,6.5,33.8,Orientation2_WWR1_Shade Position0_Shade Depth0_VT3_Lighting Control1.png
West,40%,Top,0cm,70%,Daylight Control,63.82,26.02,98.9,6.4,47.2,Orientation3_WWR1_Shade Position0_Shade Depth0_VT3_Lighting Control1.png
South,50%,Top,0cm,70%,Daylight Control,60.6,0,106.5,5.8,55.2,Orientation0_WWR2_Shade Position0_Shade Depth0_VT3_Lighting Control1.png
